CT	1975	3	61.86
CT	1975	4	62.19
CT	1976	1	64.98
CT	1976	2	64.18
CT	1976	3	66.86
CT	1976	4	68.09
CT	1977	1	64.03
CT	1977	2	68.68
CT	1977	3	71.86
CT	1977	4	72.67
CT	1978	1	73.5
CT	1978	2	79.91
CT	1978	3	87.49
CT	1978	4	88.45
CT	1979	1	95.94
CT	1979	2	97.78
CT	1979	3	100.83
CT	1979	4	102.06
CT	1980	1	100
CT	1980	2	101.77
CT	1980	3	104.35
CT	1980	4	105.47
CT	1981	1	104.38
CT	1981	2	110.84
CT	1981	3	114.49
CT	1981	4	112.57
CT	1982	1	112.24
CT	1982	2	112.12
CT	1982	3	111.33
CT	1982	4	113.21
CT	1983	1	119.29
CT	1983	2	121.6
CT	1983	3	123.21
CT	1983	4	126.59
CT	1984	1	131.68
CT	1984	2	135.21
CT	1984	3	140.79
CT	1984	4	142.55
CT	1985	1	149.2
CT	1985	2	156.22
CT	1985	3	160.74
CT	1985	4	169.46
CT	1986	1	175.32
CT	1986	2	186.25
CT	1986	3	200.25
CT	1986	4	213.65
CT	1987	1	225.94
CT	1987	2	238.33
CT	1987	3	250.75
CT	1987	4	258.69
CT	1988	1	264.37
CT	1988	2	268.73
CT	1988	3	267.01
CT	1988	4	267.03
CT	1989	1	262.82
CT	1989	2	262.99
CT	1989	3	263.53
CT	1989	4	262.49
CT	1990	1	258.7
CT	1990	2	250.68
CT	1990	3	248.17
CT	1990	4	241.41
CT	1991	1	241.06
CT	1991	2	237.69
CT	1991	3	234.99
CT	1991	4	237.26
CT	1992	1	238.16
CT	1992	2	233.69
CT	1992	3	234.46
CT	1992	4	234.24
CT	1993	1	230.67
CT	1993	2	231.25
CT	1993	3	231.25
CT	1993	4	231.84
CT	1994	1	229.93
CT	1994	2	224.75
CT	1994	3	221.83
CT	1994	4	219.1
CT	1995	1	217.91
CT	1995	2	220.68
CT	1995	3	226.04
CT	1995	4	226.27
CT	1996	1	229.32
CT	1996	2	226.3
CT	1996	3	223.24
CT	1996	4	224.54
CT	1997	1	225.7
CT	1997	2	226.87
CT	1997	3	229.54
CT	1997	4	231.76
CT	1998	1	237.24
CT	1998	2	237.42
CT	1998	3	240.92
CT	1998	4	244.11
CT	1999	1	247.35
CT	1999	2	250.41
CT	1999	3	255.25
CT	1999	4	258.31
CT	2000	1	263.3
CT	2000	2	270.35
CT	2000	3	276.2
CT	2000	4	279.96
CT	2001	1	286.92
CT	2001	2	293.03
CT	2001	3	300.24
CT	2001	4	305.53
CT	2002	1	312.01
CT	2002	2	320.91
CT	2002	3	329.68
CT	2002	4	336.62
CT	2003	1	340.85
CT	2003	2	346.5
CT	2003	3	354.69
CT	2003	4	367.62
CT	2004	1	374
CT	2004	2	386.02
CT	2004	3	405.83
CT	2004	4	413.54
CT	2005	1	424.21
CT	2005	2	438.51
CT	2005	3	450.43
CT	2005	4	459.51
CT	2006	1	465.68
CT	2006	2	467.84
CT	2006	3	468.29
CT	2006	4	470.85
CT	2007	1	474.29
CT	2007	2	470.41
CT	2007	3	466.67
CT	2007	4	465.99
CT	2008	1	465.63
CT	2008	2	454.72
CT	2008	3	440.61
CT	2008	4	437.16
CT	2009	1	440.85
CT	2009	2	426.48
CT	2009	3	415.4
CT	2009	4	414.25
CT	2010	1	409.43
CT	2010	2	404.8
CT	2010	3	409.58
CT	2010	4	410.06
CT	2011	1	399.58
CT	2011	2	392.57
CT	2011	3	393.77
CT	2011	4	396.97
CT	2012	1	390.23
CT	2012	2	386.72
CT	2012	3	387.62
CT	2012	4	388.79
CT	2013	1	386.95
CT	2013	2	385.39
CT	2013	3	386.19
CT	2013	4	383.7
CT	2014	1	382.8
CT	2014	2	385.7
CT	2014	3	389.3
